"ID","Country","Categoria","Settore","Prodotto eng","Prodotto","Confezione","Prezzo","Esclusivo","Obsoleto","IDDestinatario","COGE","Note","QuantDef"
"EC259","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 7 litri in acciaio","Etich. x bb O2 con valvola riduttr. da 7 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC260","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 14 litri in alluminio","Etich. x bb O2 valv. riduttr. da 14 l in alluminio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC261","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 14 litri in acciaio","Etich. x bb O2 valvola riduttr. da 14 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC262","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per pacchi di ossigeno da 9 bombole","Etichette per pacchi O2 da 9 bombole",50,"12.00",FALSO,FALSO,"SMR","N011",,
"EC263","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per pacchi di ossigeno da 12 bombole","Etichette per pacchi O2 da 12 bombole",50,"12.00",FALSO,FALSO,"SMR","N011",,
"EC264","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per pacchi di ossigeno da 16 bombole","Etichette per pacchi O2 da 16 bombole",50,"12.00",FALSO,FALSO,"SMR","N011",,
"EC265","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per pacchi di ossigeno da 20 bombole","Etichette per pacchi O2 da 20 bombole",50,"12.00",FALSO,FALSO,"SMR","N011",,
"EC266","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per unità base da 10 litri","Etichette per unità base da 10 litri",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC267","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per unità base da 20 litri","Etichette per unità base da 20 litri",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC268","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per unità base da 28 litri","Etichette per unità base da 28 litri",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC269","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per unità base da 30 litri","Etichette per unità base da 30 litri",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC270","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per unità base da 37 litri","Etichette per unità base da 37 litri",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC271","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per unità base da 40 litri","Etichette per unità base da 40 litri",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC272","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per unità base da 45 litri","Etichette per unità base da 45 litri",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC273","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per serbatoi di ossigeno da 1'000 litri","Etichette per serbatoi O2 da 1'000 litri",50,"140.00",FALSO,FALSO,"SMR","N011",,
"EC274","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per serbatoi di ossigeno da 1'500 litri","Etichette per serbatoi O2 da 1'500 litri",50,"140.00",FALSO,FALSO,"SMR","N011",,
"EC275","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per serbatoi di ossigeno da 3'000 litri","Etichette per serbatoi O2 da 3'000 litri",50,"140.00",FALSO,FALSO,"SMR","N011",,
"EC276","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per serbatoi di ossigeno da 5'000 litri","Etichette per serbatoi O2 da 5'000 litri",50,"140.00",FALSO,FALSO,"SMR","N011",,
"EC277","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per serbatoi di ossigeno da 10'000 litri","Etichette per serbatoi O2 da 10'000 litri",50,"140.00",FALSO,FALSO,"SMR","N011",,
"EC278","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per serbatoi di ossigeno da 15'000 litri","Etichette per serbatoi O2 da 15'000 litri",50,"140.00",FALSO,FALSO,"SMR","N011",,
"EC279","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per serbatoi di ossigeno da 20'000 litri","Etichette per serbatoi O2 da 20'000 litri",50,"140.00",FALSO,FALSO,"SMR","N011",,
"EC280","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per serbatoi di ossigeno da 30'000 litri","Etichette per serbatoi O2 da 30'000 litri",50,"140.00",FALSO,FALSO,"SMR","N011",,
"EC281","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola standard da 0.5 litri in acciaio","Etich. x bb O2 con valv. standard da 0.5 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC282","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola standard da 30 litri in acciaio","Etich. x bb O2 con valv. standard da 30 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC283","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola standard da 33 litri in acciaio","Etich. x bb O2 con valv. standard da 33 l in acciaio",50,"12.00",FALSO,FALSO,"SMR","N011",,
"EC284","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 2 litri in acciaio","Etich. x bb O2 con valvola riduttr. da 2 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC285","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 27 litri in acciaio","Etich. x bb O2 con valv. riduttr. da 27 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC286","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 30 litri in acciaio","Etich. x bb O2 con valv. riduttr. da 30 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC287","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 33 litri in acciaio","Etich. x bb O2 con valv. riduttr. da 33 l in acciaio",50,"12.00",FALSO,FALSO,"SMR","N011",,
"EC288","Italy","Etichette AIC","Etichette AIC per protossido di azoto","Etichette per bombole di azoto protossido da 3.75 kg","Etichette per bombole di azoto protossido da 3.75 kg",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC289","Italy","Etichette AIC","Etichette AIC per protossido di azoto","Etichette per bombole di azoto protossido da 7.5 kg","Etichette per bombole di azoto protossido da 7.5 kg",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC290","Italy","Etichette AIC","Etichette AIC per protossido di azoto","Etichette per bombole di azoto protossido da 10.5 kg","Etichette per bombole di azoto protossido da 10.5 kg",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC291","Italy","Etichette AIC","Etichette AIC per protossido di azoto","Etichette per bombole di azoto protossido da 20.25 kg","Etichette per bombole di azoto protossido da 20.25 kg",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC292","Italy","Etichette AIC","Etichette AIC per protossido di azoto","Etichette per bombole di azoto protossido da 30 kg","Etichette per bombole di azoto protossido da 30 kg",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC293","Italy","Etichette AIC","Etichette AIC per protossido di azoto","Etichette per bombole di azoto protossido da 37.5 kg","Etichette per bombole di azoto protossido da 37.5 kg",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC294","Italy","Etichette AIC","Etichette AIC per protossido di azoto","Etichette per bombole di azoto protossido da 2.25 kg","Etichette per bombole di azoto protossido da 2.25 kg",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC295","Italy","Etichette AIC","Etichette AIC per protossido di azoto","Etichette per pacchi di azoto protossido","Etichette per pacchi di azoto protossido",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC296","Italy","Etichette AIC","Etichette AIC per protossido di azoto","Etichette per serbatoi di azoto protossido da 700 kg","Etichette per serbatoi di azoto protossido da 700 kg",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC297","Italy","Etichette AIC","Etichette AIC per protossido di azoto","Etichette per serbatoi di azoto protossido da 1200 kg","Etichette per serbatoi di azoto protossido da 1200 kg",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC298","Italy","Etichette AIC","Etichette AIC per protossido di azoto","Etichette per serbatoi di azoto protossido da 1300 kg","Etichette per serbatoi di azoto protossido da 1300 kg",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC299","Italy","Etichette AIC","Etichette AIC per protossido di azoto","Etichette per serbatoi di azoto protossido da 1500 kg","Etichette per serbatoi di azoto protossido da 1500 kg",50,"7.50",FALSO,FALSO,"SMR","N011",,
